payment_id,application_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,payment_completeness
PAY016525,CUST00799,25,2027-01-06,2027-01-04,478.2,456.92,On Time,Partial
PAY016526,CUST00799,26,2027-02-06,2027-02-06,478.2,461.91,On Time,Partial
PAY016527,CUST00799,27,2027-03-06,2027-03-07,478.2,497.74,Late,Complete
PAY016528,CUST00799,28,2027-04-06,2027-04-08,478.2,489.25,Late,Complete
PAY016529,CUST00799,29,2027-05-06,2027-05-09,478.2,460.63,Late,Partial
PAY016530,CUST00799,30,2027-06-06,2027-06-07,478.2,490.11,Late,Complete
PAY016531,CUST00799,31,2027-07-06,2027-07-04,478.2,459.38,On Time,Partial
PAY016532,CUST00799,32,2027-08-06,2027-08-09,478.2,489.46,Late,Complete
PAY016533,CUST00799,33,2027-09-06,2027-09-08,478.2,461.24,Late,Partial
PAY016534,CUST00799,34,2027-10-06,2027-10-04,478.2,481.71,On Time,Complete
PAY016535,CUST00799,35,2027-11-06,2027-11-10,478.2,477.57,Late,Partial
PAY016536,CUST00799,36,2027-12-06,2027-12-06,478.2,471.23,On Time,Partial
PAY016537,CUST00799,37,2028-01-06,2028-01-08,478.2,499.09,Late,Complete
PAY016538,CUST00799,38,2028-02-06,2028-02-06,478.2,472.16,On Time,Partial
PAY016539,CUST00799,39,2028-03-06,2028-03-09,478.2,460.64,Late,Partial
PAY016540,CUST00799,40,2028-04-06,2028-04-08,478.2,468.74,Late,Partial
PAY016541,CUST00799,41,2028-05-06,2028-05-07,478.2,480.53,Late,Complete
PAY016542,CUST00799,42,2028-06-06,2028-06-06,478.2,482.14,On Time,Complete
PAY016543,CUST00799,43,2028-07-06,2028-07-10,478.2,499.33,Late,Complete
PAY016544,CUST00799,44,2028-08-06,2028-08-05,478.2,493.85,On Time,Complete
PAY016545,CUST00799,45,2028-09-06,2028-09-07,478.2,480.55,Late,Complete
PAY016546,CUST00799,46,2028-10-06,2028-10-07,478.2,472.04,Late,Partial
PAY016547,CUST00799,47,2028-11-06,2028-11-08,478.2,478.93,Late,Complete
PAY016548,CUST00799,48,2028-12-06,2028-12-10,478.2,480.32,Late,Complete
PAY016549,CUST00802,1,2023-08-15,2023-08-18,542.51,523.9,Late,Partial
PAY016550,CUST00802,2,2023-09-15,2023-09-19,542.51,538.25,Late,Partial
PAY016551,CUST00802,3,2023-10-15,2023-10-14,542.51,568.27,On Time,Complete
PAY016552,CUST00802,4,2023-11-15,2023-11-18,542.51,561.38,Late,Complete
PAY016553,CUST00802,5,2023-12-15,2023-12-15,542.51,562.54,On Time,Complete
PAY016554,CUST00802,6,2024-01-15,2024-01-15,542.51,552.9,On Time,Complete
PAY016555,CUST00802,7,2024-02-15,2024-02-13,542.51,517.24,On Time,Partial
PAY016556,CUST00802,8,2024-03-15,2024-03-14,542.51,548.62,On Time,Complete
PAY016557,CUST00802,9,2024-04-15,2024-04-16,542.51,529.52,Late,Partial
PAY016558,CUST00802,10,2024-05-15,2024-05-17,542.51,556.83,Late,Complete
PAY016559,CUST00802,11,2024-06-15,2024-06-19,542.51,525.15,Late,Partial
PAY016560,CUST00802,12,2024-07-15,2024-07-16,542.51,522.53,Late,Partial
PAY016561,CUST00802,13,2024-08-15,2024-08-19,542.51,559.01,Late,Complete
PAY016562,CUST00802,14,2024-09-15,2024-09-14,542.51,516.19,On Time,Partial
PAY016563,CUST00802,15,2024-10-15,2024-10-15,542.51,531.6,On Time,Partial
PAY016564,CUST00802,16,2024-11-15,2024-11-15,542.51,541.25,On Time,Partial
PAY016565,CUST00802,17,2024-12-15,2024-12-13,542.51,530.45,On Time,Partial
PAY016566,CUST00802,18,2025-01-15,2025-01-13,542.51,565.46,On Time,Complete
PAY016567,CUST00802,19,2025-02-15,2025-02-15,542.51,555.49,On Time,Complete
PAY016568,CUST00802,20,2025-03-15,2025-03-15,542.51,562.71,On Time,Complete
PAY016569,CUST00802,21,2025-04-15,2025-04-17,542.51,540.14,Late,Partial
PAY016570,CUST00802,22,2025-05-15,2025-05-14,542.51,535.96,On Time,Partial
PAY016571,CUST00802,23,2025-06-15,2025-06-19,542.51,558.26,Late,Complete
PAY016572,CUST00802,24,2025-07-15,2025-07-18,542.51,525.32,Late,Partial
PAY016573,CUST00802,25,2025-08-15,2025-08-19,542.51,529.26,Late,Partial
PAY016574,CUST00802,26,2025-09-15,2025-09-16,542.51,541.86,Late,Partial
PAY016575,CUST00802,27,2025-10-15,2025-10-14,542.51,545.38,On Time,Complete
PAY016576,CUST00802,28,2025-11-15,2025-11-19,542.51,563.46,Late,Complete
PAY016577,CUST00802,29,2025-12-15,2025-12-16,542.51,558.06,Late,Complete
PAY016578,CUST00802,30,2026-01-15,2026-01-19,542.51,527.92,Late,Partial
PAY016579,CUST00802,31,2026-02-15,2026-02-15,542.51,521.53,On Time,Partial
PAY016580,CUST00802,32,2026-03-15,2026-03-17,542.51,561.84,Late,Complete
PAY016581,CUST00802,33,2026-04-15,2026-04-14,542.51,550.23,On Time,Complete
PAY016582,CUST00802,34,2026-05-15,2026-05-14,542.51,556.71,On Time,Complete
PAY016583,CUST00802,35,2026-06-15,2026-06-15,542.51,531.95,On Time,Partial
PAY016584,CUST00802,36,2026-07-15,2026-07-14,542.51,551.22,On Time,Complete
PAY016585,CUST00802,37,2026-08-15,2026-08-19,542.51,522.59,Late,Partial
PAY016586,CUST00802,38,2026-09-15,2026-09-18,542.51,567.17,Late,Complete
PAY016587,CUST00802,39,2026-10-15,2026-10-19,542.51,520.91,Late,Partial
PAY016588,CUST00802,40,2026-11-15,2026-11-18,542.51,549.59,Late,Complete
PAY016589,CUST00802,41,2026-12-15,2026-12-17,542.51,539.45,Late,Partial
PAY016590,CUST00802,42,2027-01-15,2027-01-17,542.51,556.28,Late,Complete
PAY016591,CUST00802,43,2027-02-15,2027-02-19,542.51,519.57,Late,Partial
PAY016592,CUST00802,44,2027-03-15,2027-03-18,542.51,519.67,Late,Partial
PAY016593,CUST00802,45,2027-04-15,2027-04-16,542.51,520.48,Late,Partial
PAY016594,CUST00802,46,2027-05-15,2027-05-15,542.51,537.98,On Time,Partial
PAY016595,CUST00802,47,2027-06-15,2027-06-16,542.51,526.62,Late,Partial
PAY016596,CUST00802,48,2027-07-15,2027-07-16,542.51,529.74,Late,Partial
PAY016597,CUST00810,1,2023-08-03,2023-08-05,2625.36,2578.88,Late,Partial
PAY016598,CUST00810,2,2023-09-03,2023-09-03,2625.36,2545.87,On Time,Partial
PAY016599,CUST00810,3,2023-10-03,2023-10-01,2625.36,2712.25,On Time,Complete
PAY016600,CUST00810,4,2023-11-03,2023-11-01,2625.36,2533.06,On Time,Partial
PAY016601,CUST00810,5,2023-12-03,2023-12-06,2625.36,2742.16,Late,Complete
PAY016602,CUST00810,6,2024-01-03,2024-01-07,2625.36,2572.63,Late,Partial
PAY016603,CUST00810,7,2024-02-03,2024-02-02,2625.36,2625.82,On Time,Complete
PAY016604,CUST00810,8,2024-03-03,2024-03-03,2625.36,2572.72,On Time,Partial
PAY016605,CUST00810,9,2024-04-03,2024-04-02,2625.36,2655.34,On Time,Complete
PAY016606,CUST00810,10,2024-05-03,2024-05-04,2625.36,2680.01,Late,Complete
PAY016607,CUST00810,11,2024-06-03,2024-06-02,2625.36,2618.78,On Time,Partial
PAY016608,CUST00810,12,2024-07-03,2024-07-06,2625.36,2600.4,Late,Partial
PAY016609,CUST00810,13,2024-08-03,2024-08-02,2625.36,2559.68,On Time,Partial
PAY016610,CUST00810,14,2024-09-03,2024-09-03,2625.36,2701.61,On Time,Complete
PAY016611,CUST00810,15,2024-10-03,2024-10-07,2625.36,2581.35,Late,Partial
PAY016612,CUST00810,16,2024-11-03,2024-11-01,2625.36,2624.68,On Time,Partial
PAY016613,CUST00810,17,2024-12-03,2024-12-01,2625.36,2629.61,On Time,Complete
PAY016614,CUST00810,18,2025-01-03,2025-01-01,2625.36,2573.25,On Time,Partial
PAY016615,CUST00810,19,2025-02-03,2025-02-07,2625.36,2741.21,Late,Complete
PAY016616,CUST00810,20,2025-03-03,2025-03-02,2625.36,2514.33,On Time,Partial
PAY016617,CUST00810,21,2025-04-03,2025-04-02,2625.36,2721.25,On Time,Complete
PAY016618,CUST00810,22,2025-05-03,2025-05-02,2625.36,2706.63,On Time,Complete
PAY016619,CUST00810,23,2025-06-03,2025-06-02,2625.36,2728.97,On Time,Complete
PAY016620,CUST00810,24,2025-07-03,2025-07-06,2625.36,2717.97,Late,Complete
PAY016621,CUST00812,1,2024-09-27,2024-09-27,1893.01,1950.36,On Time,Complete
PAY016622,CUST00812,2,2024-10-27,2024-10-28,1893.01,1933.81,Late,Complete
PAY016623,CUST00812,3,2024-11-27,2024-11-27,1893.01,1813.99,On Time,Partial
PAY016624,CUST00812,4,2024-12-27,2024-12-25,1893.01,1846.03,On Time,Partial
PAY016625,CUST00812,5,2025-01-27,2025-01-25,1893.01,1874.84,On Time,Partial
PAY016626,CUST00812,6,2025-02-27,2025-02-27,1893.01,1820.2,On Time,Partial
PAY016627,CUST00812,7,2025-03-27,2025-03-28,1893.01,1837.73,Late,Partial
PAY016628,CUST00812,8,2025-04-27,2025-04-30,1893.01,1842.37,Late,Partial
PAY016629,CUST00812,9,2025-05-27,2025-05-28,1893.01,1942.61,Late,Complete
PAY016630,CUST00812,10,2025-06-27,2025-06-25,1893.01,1881.46,On Time,Partial
PAY016631,CUST00812,11,2025-07-27,2025-07-26,1893.01,1902.92,On Time,Complete
PAY016632,CUST00812,12,2025-08-27,2025-08-27,1893.01,1913.3,On Time,Complete
PAY016633,CUST00812,13,2025-09-27,2025-10-01,1893.01,1885.62,Late,Partial
PAY016634,CUST00812,14,2025-10-27,2025-10-27,1893.01,1885.4,On Time,Partial
PAY016635,CUST00812,15,2025-11-27,2025-11-27,1893.01,1868.6,On Time,Partial
PAY016636,CUST00812,16,2025-12-27,2025-12-31,1893.01,1914.43,Late,Complete
PAY016637,CUST00812,17,2026-01-27,2026-01-31,1893.01,1962.91,Late,Complete
PAY016638,CUST00812,18,2026-02-27,2026-02-28,1893.01,1955.96,Late,Complete
PAY016639,CUST00812,19,2026-03-27,2026-03-28,1893.01,1830.33,Late,Partial
PAY016640,CUST00812,20,2026-04-27,2026-04-25,1893.01,1982.43,On Time,Complete
PAY016641,CUST00812,21,2026-05-27,2026-05-30,1893.01,1905.22,Late,Complete
PAY016642,CUST00812,22,2026-06-27,2026-06-29,1893.01,1891.43,Late,Partial
PAY016643,CUST00812,23,2026-07-27,2026-07-25,1893.01,1820.75,On Time,Partial
PAY016644,CUST00812,24,2026-08-27,2026-08-29,1893.01,1962.73,Late,Complete
PAY016645,CUST00812,25,2026-09-27,2026-09-26,1893.01,1864.09,On Time,Partial
PAY016646,CUST00812,26,2026-10-27,2026-10-31,1893.01,1910.87,Late,Complete
PAY016647,CUST00812,27,2026-11-27,2026-11-26,1893.01,1805.67,On Time,Partial
PAY016648,CUST00812,28,2026-12-27,2026-12-31,1893.01,1831.1,Late,Partial
PAY016649,CUST00812,29,2027-01-27,2027-01-30,1893.01,1831.9,Late,Partial
PAY016650,CUST00812,30,2027-02-27,2027-03-01,1893.01,1943.22,Late,Complete
PAY016651,CUST00812,31,2027-03-27,2027-03-25,1893.01,1944.77,On Time,Complete
PAY016652,CUST00812,32,2027-04-27,2027-04-27,1893.01,1842.21,On Time,Partial
PAY016653,CUST00812,33,2027-05-27,2027-05-25,1893.01,1822.41,On Time,Partial
PAY016654,CUST00812,34,2027-06-27,2027-06-27,1893.01,1984.31,On Time,Complete
PAY016655,CUST00812,35,2027-07-27,2027-07-28,1893.01,1855.3,Late,Partial
PAY016656,CUST00812,36,2027-08-27,2027-08-28,1893.01,1865.43,Late,Partial
PAY016657,CUST00818,1,2024-03-04,2024-03-05,941.05,894.2,Late,Partial
PAY016658,CUST00818,2,2024-04-04,2024-04-05,941.05,925.55,Late,Partial
PAY016659,CUST00818,3,2024-05-04,2024-05-07,941.05,901.77,Late,Partial
PAY016660,CUST00818,4,2024-06-04,2024-06-03,941.05,957.61,On Time,Complete
PAY016661,CUST00818,5,2024-07-04,2024-07-07,941.05,921.3,Late,Partial
PAY016662,CUST00818,6,2024-08-04,2024-08-07,941.05,921.94,Late,Partial
PAY016663,CUST00818,7,2024-09-04,2024-09-03,941.05,905.61,On Time,Partial
PAY016664,CUST00818,8,2024-10-04,2024-10-08,941.05,962.86,Late,Complete
PAY016665,CUST00818,9,2024-11-04,2024-11-05,941.05,979.62,Late,Complete
PAY016666,CUST00818,10,2024-12-04,2024-12-05,941.05,903.6,Late,Partial
PAY016667,CUST00818,11,2025-01-04,2025-01-03,941.05,938.04,On Time,Partial
PAY016668,CUST00818,12,2025-02-04,2025-02-04,941.05,939.15,On Time,Partial
PAY016669,CUST00818,13,2025-03-04,2025-03-04,941.05,975.1,On Time,Complete
PAY016670,CUST00818,14,2025-04-04,2025-04-03,941.05,969.35,On Time,Complete
PAY016671,CUST00818,15,2025-05-04,2025-05-05,941.05,943.74,Late,Complete
PAY016672,CUST00818,16,2025-06-04,2025-06-05,941.05,917.87,Late,Partial
PAY016673,CUST00818,17,2025-07-04,2025-07-03,941.05,922.52,On Time,Partial
PAY016674,CUST00818,18,2025-08-04,2025-08-07,941.05,960.48,Late,Complete
PAY016675,CUST00818,19,2025-09-04,2025-09-07,941.05,971.13,Late,Complete
PAY016676,CUST00818,20,2025-10-04,2025-10-07,941.05,941.58,Late,Complete
PAY016677,CUST00818,21,2025-11-04,2025-11-05,941.05,910.46,Late,Partial
PAY016678,CUST00818,22,2025-12-04,2025-12-07,941.05,965.49,Late,Complete
PAY016679,CUST00818,23,2026-01-04,2026-01-08,941.05,979.11,Late,Complete
PAY016680,CUST00818,24,2026-02-04,2026-02-04,941.05,921.07,On Time,Partial
PAY016681,CUST00818,25,2026-03-04,2026-03-07,941.05,938.93,Late,Partial
PAY016682,CUST00818,26,2026-04-04,2026-04-03,941.05,928.75,On Time,Partial
PAY016683,CUST00818,27,2026-05-04,2026-05-05,941.05,923.7,Late,Partial
PAY016684,CUST00818,28,2026-06-04,2026-06-06,941.05,963.24,Late,Complete
PAY016685,CUST00818,29,2026-07-04,2026-07-06,941.05,914.88,Late,Partial
PAY016686,CUST00818,30,2026-08-04,2026-08-02,941.05,915.04,On Time,Partial
PAY016687,CUST00818,31,2026-09-04,2026-09-05,941.05,914.76,Late,Partial
PAY016688,CUST00818,32,2026-10-04,2026-10-07,941.05,911.94,Late,Partial
PAY016689,CUST00818,33,2026-11-04,2026-11-04,941.05,974.01,On Time,Complete
PAY016690,CUST00818,34,2026-12-04,2026-12-06,941.05,903.69,Late,Partial
PAY016691,CUST00818,35,2027-01-04,2027-01-04,941.05,964.09,On Time,Complete
PAY016692,CUST00818,36,2027-02-04,2027-02-04,941.05,933.61,On Time,Partial
PAY016693,CUST00818,37,2027-03-04,2027-03-03,941.05,963.31,On Time,Complete
PAY016694,CUST00818,38,2027-04-04,2027-04-02,941.05,945.81,On Time,Complete
PAY016695,CUST00818,39,2027-05-04,2027-05-02,941.05,914.66,On Time,Partial
PAY016696,CUST00818,40,2027-06-04,2027-06-02,941.05,963.98,On Time,Complete
PAY016697,CUST00818,41,2027-07-04,2027-07-06,941.05,977.4,Late,Complete
PAY016698,CUST00818,42,2027-08-04,2027-08-07,941.05,918.15,Late,Partial
PAY016699,CUST00818,43,2027-09-04,2027-09-03,941.05,957.31,On Time,Complete
PAY016700,CUST00818,44,2027-10-04,2027-10-03,941.05,904.31,On Time,Partial
PAY016701,CUST00818,45,2027-11-04,2027-11-03,941.05,904.53,On Time,Partial
PAY016702,CUST00818,46,2027-12-04,2027-12-03,941.05,964.6,On Time,Complete
PAY016703,CUST00818,47,2028-01-04,2028-01-08,941.05,952.7,Late,Complete
PAY016704,CUST00818,48,2028-02-04,2028-02-05,941.05,956.28,Late,Complete
PAY016705,CUST00819,1,2024-08-23,2024-08-26,462.01,446.97,Late,Partial
PAY016706,CUST00819,2,2024-09-23,2024-09-23,462.01,440.17,On Time,Partial
PAY016707,CUST00819,3,2024-10-23,2024-10-23,462.01,484.29,On Time,Complete
PAY016708,CUST00819,4,2024-11-23,2024-11-21,462.01,465.1,On Time,Complete
PAY016709,CUST00819,5,2024-12-23,2024-12-26,462.01,444.01,Late,Partial
PAY016710,CUST00819,6,2025-01-23,2025-01-23,462.01,450.88,On Time,Partial
PAY016711,CUST00819,7,2025-02-23,2025-02-26,462.01,480.53,Late,Complete
PAY016712,CUST00819,8,2025-03-23,2025-03-23,462.01,439.47,On Time,Partial
PAY016713,CUST00819,9,2025-04-23,2025-04-21,462.01,482.19,On Time,Complete
PAY016714,CUST00819,10,2025-05-23,2025-05-22,462.01,468.33,On Time,Complete
PAY016715,CUST00819,11,2025-06-23,2025-06-22,462.01,481.83,On Time,Complete
PAY016716,CUST00819,12,2025-07-23,2025-07-23,462.01,442.77,On Time,Partial
PAY016717,CUST00819,13,2025-08-23,2025-08-22,462.01,448.77,On Time,Partial
PAY016718,CUST00819,14,2025-09-23,2025-09-21,462.01,485.04,On Time,Complete
PAY016719,CUST00819,15,2025-10-23,2025-10-26,462.01,465.77,Late,Complete
PAY016720,CUST00819,16,2025-11-23,2025-11-21,462.01,474.63,On Time,Complete
PAY016721,CUST00819,17,2025-12-23,2025-12-26,462.01,455.14,Late,Partial
PAY016722,CUST00819,18,2026-01-23,2026-01-22,462.01,449.87,On Time,Partial
PAY016723,CUST00819,19,2026-02-23,2026-02-21,462.01,478.34,On Time,Complete
PAY016724,CUST00819,20,2026-03-23,2026-03-22,462.01,484.16,On Time,Complete
PAY016725,CUST00819,21,2026-04-23,2026-04-21,462.01,441.95,On Time,Partial
PAY016726,CUST00819,22,2026-05-23,2026-05-21,462.01,445.32,On Time,Partial
PAY016727,CUST00819,23,2026-06-23,2026-06-21,462.01,476.84,On Time,Complete
PAY016728,CUST00819,24,2026-07-23,2026-07-22,462.01,479.14,On Time,Complete
PAY016729,CUST00819,25,2026-08-23,2026-08-26,462.01,459.53,Late,Partial
PAY016730,CUST00819,26,2026-09-23,2026-09-23,462.01,483.71,On Time,Complete
PAY016731,CUST00819,27,2026-10-23,2026-10-25,462.01,462.12,Late,Complete
PAY016732,CUST00819,28,2026-11-23,2026-11-21,462.01,464.93,On Time,Complete
PAY016733,CUST00819,29,2026-12-23,2026-12-24,462.01,451.84,Late,Partial
PAY016734,CUST00819,30,2027-01-23,2027-01-22,462.01,483.14,On Time,Complete
PAY016735,CUST00819,31,2027-02-23,2027-02-26,462.01,460.48,Late,Partial
PAY016736,CUST00819,32,2027-03-23,2027-03-21,462.01,473.45,On Time,Complete
PAY016737,CUST00819,33,2027-04-23,2027-04-26,462.01,441.38,Late,Partial
PAY016738,CUST00819,34,2027-05-23,2027-05-24,462.01,471.49,Late,Complete
PAY016739,CUST00819,35,2027-06-23,2027-06-22,462.01,461.49,On Time,Partial
PAY016740,CUST00819,36,2027-07-23,2027-07-22,462.01,452.56,On Time,Partial
PAY016741,CUST00819,37,2027-08-23,2027-08-23,462.01,453.73,On Time,Partial
PAY016742,CUST00819,38,2027-09-23,2027-09-21,462.01,443.13,On Time,Partial
PAY016743,CUST00819,39,2027-10-23,2027-10-26,462.01,454.98,Late,Partial
PAY016744,CUST00819,40,2027-11-23,2027-11-26,462.01,481.74,Late,Complete
PAY016745,CUST00819,41,2027-12-23,2027-12-26,462.01,453.78,Late,Partial
PAY016746,CUST00819,42,2028-01-23,2028-01-23,462.01,478.5,On Time,Complete
PAY016747,CUST00819,43,2028-02-23,2028-02-23,462.01,439.55,On Time,Partial
PAY016748,CUST00819,44,2028-03-23,2028-03-22,462.01,477.24,On Time,Complete
PAY016749,CUST00819,45,2028-04-23,2028-04-27,462.01,448.66,Late,Partial
PAY016750,CUST00819,46,2028-05-23,2028-05-24,462.01,481.9,Late,Complete
PAY016751,CUST00819,47,2028-06-23,2028-06-22,462.01,443.31,On Time,Partial
PAY016752,CUST00819,48,2028-07-23,2028-07-25,462.01,463.94,Late,Complete
PAY016753,CUST00819,49,2028-08-23,2028-08-24,462.01,446.66,Late,Partial
PAY016754,CUST00819,50,2028-09-23,2028-09-21,462.01,471.58,On Time,Complete
PAY016755,CUST00819,51,2028-10-23,2028-10-26,462.01,475.63,Late,Complete
PAY016756,CUST00819,52,2028-11-23,2028-11-24,462.01,458.64,Late,Partial
PAY016757,CUST00819,53,2028-12-23,2028-12-24,462.01,465.49,Late,Complete
PAY016758,CUST00819,54,2029-01-23,2029-01-26,462.01,483.02,Late,Complete
PAY016759,CUST00819,55,2029-02-23,2029-02-24,462.01,464.58,Late,Complete
PAY016760,CUST00819,56,2029-03-23,2029-03-24,462.01,482.99,Late,Complete
PAY016761,CUST00819,57,2029-04-23,2029-04-26,462.01,442.64,Late,Partial
PAY016762,CUST00819,58,2029-05-23,2029-05-24,462.01,458.7,Late,Partial
PAY016763,CUST00819,59,2029-06-23,2029-06-24,462.01,441.95,Late,Partial
PAY016764,CUST00819,60,2029-07-23,2029-07-25,462.01,467.99,Late,Complete
PAY016765,CUST00820,1,2025-02-28,2025-02-28,1026.25,995.21,On Time,Partial
PAY016766,CUST00820,2,2025-03-30,2025-04-03,1026.25,1028.17,Late,Complete
PAY016767,CUST00820,3,2025-04-30,2025-05-01,1026.25,1022.48,Late,Partial
PAY016768,CUST00820,4,2025-05-30,2025-05-31,1026.25,1070.72,Late,Complete
PAY016769,CUST00820,5,2025-06-30,2025-06-30,1026.25,1022.36,On Time,Partial
PAY016770,CUST00820,6,2025-07-30,2025-07-30,1026.25,1025.45,On Time,Partial
PAY016771,CUST00820,7,2025-08-30,2025-08-28,1026.25,987.87,On Time,Partial
PAY016772,CUST00820,8,2025-09-30,2025-10-02,1026.25,1065.57,Late,Complete
PAY016773,CUST00820,9,2025-10-30,2025-11-02,1026.25,1004.49,Late,Partial
PAY016774,CUST00820,10,2025-11-30,2025-11-30,1026.25,1032.31,On Time,Complete
PAY016775,CUST00820,11,2025-12-30,2026-01-03,1026.25,1044.83,Late,Complete
PAY016776,CUST00820,12,2026-01-30,2026-01-28,1026.25,1054.13,On Time,Complete
PAY016777,CUST00820,13,2026-02-28,2026-02-27,1026.25,990.84,On Time,Partial
PAY016778,CUST00820,14,2026-03-30,2026-04-01,1026.25,999.5,Late,Partial
PAY016779,CUST00820,15,2026-04-30,2026-05-02,1026.25,1019.18,Late,Partial
PAY016780,CUST00820,16,2026-05-30,2026-05-30,1026.25,1031.42,On Time,Complete
PAY016781,CUST00820,17,2026-06-30,2026-06-30,1026.25,1040.41,On Time,Complete
PAY016782,CUST00820,18,2026-07-30,2026-08-03,1026.25,1076.08,Late,Complete
PAY016783,CUST00820,19,2026-08-30,2026-08-28,1026.25,1019.35,On Time,Partial
PAY016784,CUST00820,20,2026-09-30,2026-09-28,1026.25,1022.46,On Time,Partial
PAY016785,CUST00820,21,2026-10-30,2026-10-30,1026.25,1015.28,On Time,Partial
PAY016786,CUST00820,22,2026-11-30,2026-12-04,1026.25,1010.51,Late,Partial
PAY016787,CUST00820,23,2026-12-30,2026-12-29,1026.25,1062.85,On Time,Complete
PAY016788,CUST00820,24,2027-01-30,2027-01-29,1026.25,1041.57,On Time,Complete
PAY016789,CUST00820,25,2027-02-28,2027-03-03,1026.25,978.8,Late,Partial
PAY016790,CUST00820,26,2027-03-30,2027-04-01,1026.25,1065.18,Late,Complete
PAY016791,CUST00820,27,2027-04-30,2027-05-03,1026.25,982.56,Late,Partial
PAY016792,CUST00820,28,2027-05-30,2027-06-02,1026.25,1004.7,Late,Partial
PAY016793,CUST00820,29,2027-06-30,2027-06-30,1026.25,1076.82,On Time,Complete
PAY016794,CUST00820,30,2027-07-30,2027-07-29,1026.25,977.06,On Time,Partial
PAY016795,CUST00820,31,2027-08-30,2027-08-29,1026.25,1049.89,On Time,Complete
PAY016796,CUST00820,32,2027-09-30,2027-10-03,1026.25,984.25,Late,Partial
PAY016797,CUST00820,33,2027-10-30,2027-10-30,1026.25,1038.83,On Time,Complete
PAY016798,CUST00820,34,2027-11-30,2027-12-01,1026.25,991.02,Late,Partial
PAY016799,CUST00820,35,2027-12-30,2027-12-28,1026.25,1047.43,On Time,Complete
PAY016800,CUST00820,36,2028-01-30,2028-01-30,1026.25,1041.08,On Time,Complete
PAY016801,CUST00820,37,2028-02-29,2028-02-29,1026.25,999.65,On Time,Partial
PAY016802,CUST00820,38,2028-03-30,2028-03-30,1026.25,1049.71,On Time,Complete
PAY016803,CUST00820,39,2028-04-30,2028-05-03,1026.25,1042.73,Late,Complete
PAY016804,CUST00820,40,2028-05-30,2028-06-03,1026.25,1035.25,Late,Complete
PAY016805,CUST00820,41,2028-06-30,2028-07-02,1026.25,1057.67,Late,Complete
PAY016806,CUST00820,42,2028-07-30,2028-07-30,1026.25,977.13,On Time,Partial
PAY016807,CUST00820,43,2028-08-30,2028-08-29,1026.25,1017.08,On Time,Partial
PAY016808,CUST00820,44,2028-09-30,2028-10-03,1026.25,987.23,Late,Partial
PAY016809,CUST00820,45,2028-10-30,2028-11-02,1026.25,1022.37,Late,Partial
PAY016810,CUST00820,46,2028-11-30,2028-12-04,1026.25,1065.13,Late,Complete
PAY016811,CUST00820,47,2028-12-30,2029-01-02,1026.25,997.88,Late,Partial
PAY016812,CUST00820,48,2029-01-30,2029-01-30,1026.25,1004.88,On Time,Partial
PAY016813,CUST00820,49,2029-02-28,2029-03-01,1026.25,986.06,Late,Partial
PAY016814,CUST00820,50,2029-03-30,2029-04-01,1026.25,1040.22,Late,Complete
PAY016815,CUST00820,51,2029-04-30,2029-05-04,1026.25,975.92,Late,Partial
PAY016816,CUST00820,52,2029-05-30,2029-05-30,1026.25,1036.54,On Time,Complete
PAY016817,CUST00820,53,2029-06-30,2029-07-04,1026.25,1015.66,Late,Partial
PAY016818,CUST00820,54,2029-07-30,2029-07-30,1026.25,1048.1,On Time,Complete
PAY016819,CUST00820,55,2029-08-30,2029-09-01,1026.25,1033.26,Late,Complete
PAY016820,CUST00820,56,2029-09-30,2029-10-03,1026.25,994.85,Late,Partial
PAY016821,CUST00820,57,2029-10-30,2029-10-31,1026.25,1058.02,Late,Complete
PAY016822,CUST00820,58,2029-11-30,2029-12-02,1026.25,986.79,Late,Partial
PAY016823,CUST00820,59,2029-12-30,2029-12-29,1026.25,1071.41,On Time,Complete
PAY016824,CUST00820,60,2030-01-30,2030-01-30,1026.25,1023.35,On Time,Partial
PAY016825,CUST00821,1,2025-04-13,2025-04-12,1717.37,1784.57,On Time,Complete
PAY016826,CUST00821,2,2025-05-13,2025-05-17,1717.37,1758.16,Late,Complete
PAY016827,CUST00821,3,2025-06-13,2025-06-17,1717.37,1771.08,Late,Complete
PAY016828,CUST00821,4,2025-07-13,2025-07-14,1717.37,1778.91,Late,Complete
PAY016829,CUST00821,5,2025-08-13,2025-08-15,1717.37,1753.28,Late,Complete
PAY016830,CUST00821,6,2025-09-13,2025-09-13,1717.37,1720.53,On Time,Complete
PAY016831,CUST00821,7,2025-10-13,2025-10-14,1717.37,1639.26,Late,Partial
PAY016832,CUST00821,8,2025-11-13,2025-11-11,1717.37,1658.08,On Time,Partial
PAY016833,CUST00821,9,2025-12-13,2025-12-17,1717.37,1710.4,Late,Partial
PAY016834,CUST00821,10,2026-01-13,2026-01-14,1717.37,1698.48,Late,Partial
PAY016835,CUST00821,11,2026-02-13,2026-02-15,1717.37,1739.98,Late,Complete
PAY016836,CUST00821,12,2026-03-13,2026-03-11,1717.37,1696.99,On Time,Partial
PAY016837,CUST00822,1,2025-05-25,2025-05-26,1836.83,1841.07,Late,Complete
PAY016838,CUST00822,2,2025-06-25,2025-06-29,1836.83,1752.35,Late,Partial
PAY016839,CUST00822,3,2025-07-25,2025-07-29,1836.83,1755.42,Late,Partial
